Aachenerin,Aachener
abgeschliffene,abraded
abgeschliffenen,abraded
abgeschliffener,more abraded
abgeschliffenes,abraded
abgeschlossen,completed
abgeschlossene,completed
abgeschlossenem,completed
abgeschlossenen,completed
abgeschlossenes,completed
Abgeschlossenheit,Seclusion
Abgeschlossenheitsbescheinigung,Certificate of completion
Abgeschlossenheitsrelation,Closeness relation
abgeschmackt,absurd
abgeschmackte,absurd
abgeschmackten,absurd
abgeschmacktes,absurd
abgeschmacktestem,tastiest
abgeschmacktesten,tastiest
abgeschmacktestes,tastiest
Abgeschmacktheit,Absurdity
Abgeschmacktheiten,Absurdities
abgeschmeckt,seasoned
abgeschmecktem,seasoned
abgeschmeckten,seasoned
abgeschmeckter,more flavored
abgeschmecktes,seasoned
abgeschmeichelt,flattered
abgeschmettert,thrown out
abgeschmetterte,rejected
abgeschmettertem,repulsed
abgeschmetterten,rejected
abgeschmettertes,repulsed
abgeschmiert,lubricated
abgeschmierte,greased
abgeschmiertem,lubricated
abgeschmierten,lubricated
abgeschmierter,lubricated
abgeschmiertes,lubricated
abgeschminkt,made up
abgeschminkte,made up
abgeschminktem,with makeup removed
abgeschminkten,made up
abgeschminkter,removed the make-up
abgeschminktes,made up
abgeschmirgelt,sanded down
abgeschmirgelte,sanded
abgeschmirgeltem,sanded
abgeschmirgelten,sanded
abgeschmirgelter,sanded
abgeschmirgeltes,sanded
abgeschmissen,thrown off
abgeschmissenem,thrown off
abgeschmissenen,thrown off
abgeschmissener,abandoned
abgeschmissenes,thrown off
abgeschmolzen,melted off
abgeschmolzene,melted
abgeschmolzenen,melted
abgeschmolzener,melted
abgeschmolzenes,melted
abgeschmückt,adorned
abgeschmücktem,decorated
abgeschmückten,decorated
abgeschmückter,more decorated
abgeschmücktes,decorated
abgeschnallt,unbuckled
abgeschnallte,unbuckled
abgeschnalltem,unbuckled
abgeschnallten,unbuckled
abgeschnallter,unbuckled
abgeschnalltes,unbuckled
abgeschnibbelt,chopped off
abgeschnibbelte,chipped off
abgeschnibbelten,chipped off
abgeschnibbelter,chipped off
abgeschnibbeltes,cut off
abgeschnippelt,cut off
abgeschnippeltem,cut off
abgeschnippelten,chopped off
abgeschnippelter,cut off
abgeschnippeltes,cut off
abgeschnipselt,chopped off
abgeschnipselte,chopped off
abgeschnipseltem,chopped off
abgeschnipselten,chopped off
abgeschnipselter,chopped off
abgeschnipseltes,snipped off
abgeschnitten,cut off
abgeschnittene,cut off
abgeschnittenem,cut off
abgeschnittener,cut off
abgeschnitzelt,chipped
abgeschnitzelte,chipped
abgeschnitzeltem,chipped
abgeschnitzelten,chipped
abgeschnitzelter,chipped
abgeschnurrt,purred off
abgeschnurrte,purred off
abgeschnurrtem,purred off
abgeschnurrten,purred off
abgeschnurrter,cut off
abgeschnurrtes,purred off
abgeschnürt,constricted
abgeschnürte,constricted
abgeschnürtem,constricted
abgeschnürten,constricted
abgeschnürter,more constricted
abgeschnürtes,constricted
abgeschoben,deported
abgeschobene,deported
abgeschobenem,deported
abgeschobenen,deported
abgeschobener,deported
abgeschobenes,deported
abgeschöpft,skimmed off
abgeschöpfte,skimmed off
abgeschöpftem,skimmed off
abgeschöpften,skimmed off
abgeschöpfter,skimmed off
abgeschöpftes,skimmed off
abgeschoren,sheared off
abgeschorene,sheared off
abgeschorenem,sheared off
abgeschorenen,sheared off
abgeschorener,sheared
abgeschorenes,sheared
abgeschossen,shot down
abgeschossene,shot down
abgeschossenem,shot down
abgeschossenen,shot down
abgeschossener,shot down
abgeschossenes,shot down
abgeschottet,sealed off
abgeschottete,sealed off
abgeschottetem,foreclosed
abgeschotteten,sealed off
abgeschotteter,more isolated
abgeschottetes,foreclosed
abgeschrägt,beveled
abgeschrägte,beveled
abgeschrägtem,beveled
abgeschrägten,beveled
abgeschrägter,beveled
abgeschrägtes,beveled
abgeschrammt,scraped off
abgeschrammte,scraped off
abgeschrammtem,scraped off
abgeschrammten,scraped off
abgeschrammter,scraped off
abgeschrammtes,scratched
abgeschraubt,unscrewed
abgeschraubte,unscrewed
abgeschraubten,unscrewed
abgeschraubter,unscrewed
abgeschraubtes,unscrewed
abgeschreckt,deterred
abgeschreckte,deterred
abgeschrecktem,deterred
abgeschreckten,deterred
abgeschreckter,more deterred
abgeschrecktes,deterred
abgeschrieben,written off
abgeschriebene,depreciated
abgeschriebenem,amortized
abgeschriebenen,written off
abgeschriebener,written off
abgeschriebenes,written off
abgeschritten,paced off
abgeschrittene,paced
abgeschrittenem,paced
abgeschrittenen,walked off
abgeschrittener,more paced
abgeschrittenes,paced
abgeschrubbt,scrubbed off
abgeschrubbte,scrubbed
abgeschrubbtem,scrubbed
abgeschrubbten,scrubbed off
abgeschrubbter,scrubbed
abgeschrubbtes,scrubbed
abgeschuftet,dilapidated
abgeschuftete,ravaged
abgeschuftetem,dilapidated
abgeschufteten,dilapidated
abgeschufteter,more dilapidated
abgeschuftetes,scruffy
abgeschult,trained
abgeschulte,trained
abgeschultem,trained
abgeschulten,trained
abgeschulter,shouldered
abgeschultes,trained
abgeschundene,cut off
abgeschundenem,cut off
abgeschundenen,cut off
abgeschundener,more worn out
abgeschundenes,cut off
abgeschürft,abraded
abgeschürfte,abraded
abgeschürftem,abraded
abgeschürftes,abraded
abgeschüttelt,shaken off
abgeschüttelte,shaken off
abgeschüttelten,shaken off
abgeschüttelter,shaken off
abgeschütteltes,shaken off
Abgeschütteltwerden,To be shaken off
Abgeschütteltwerdens,Being shaken off
abgeschüttete,poured off
abgeschüttetem,poured off
abgeschütteten,poured off
abgeschüttetes,poured off
abgeschwächt,weakened
abgeschwächte,weakened
abgeschwächten,weakened
abgeschwächtes,attenuated
abgeschwätzt,estimated
abgeschwätzte,estimated
abgeschwatztem,weaned
abgeschwätztem,belittled
abgeschwatzten,chattered
abgeschwätzten,gossiped
abgeschwatzter,suckered one
abgeschwatztes,weaned
abgeschwätztes,estimated
abgeschweift,digressed
abgeschweiftem,digressing
abgeschweiften,digressed
abgeschweifter,more digressive
abgeschweiftes,digressing
abgeschwemmte,washed away
abgeschwemmten,washed away
abgeschwemmter,washed away
abgeschwenkte,swiveled away
abgeschwenktem,swiveled away
abgeschwenkten,swiveled away
abgeschwenktes,swiveled away
abgeschwindeltem,swindled
abgeschwindelten,cheated
abgeschwollen,puffed up
abgeschwollene,puffy
abgeschworen,sworn off
abgeschworenem,forsworn
abgeschworener,forsworn
abgeschworenes,forsworn
abgesegelt,sailed
abgesegelten,sailed
abgesegeltes,sailed
abgesegnet,approved
abgesegnetes,approved
abgeseiht,screened
abgeseilten,roped off
abgesendetem,sent
abgesessener,dismounted
abgespalteter,split off
abgespanntes,exhausted
abgespanntesten,most exhausted
Abgespanntheit,Exhaustion
abgespart,saved
abgespartem,saved
abgesparten,saved
abgespeckt,slimmed down
abgespecktem,stripped down
abgespeckten,stripped down
abgespeichertem,saved
abgespeicherten,saved
abgespeisten,fobbed off
abgesperrt,locked
abgesperrte,locked
abgesperrter,locked
abgesperrtes,cordoned off
abgespickt,picked
abgespickte,picked
abgespicktem,picked
abgespickter,pecked
abgespiegelt,mirrored
abgespiegeltem,mirrored
abgespiegelten,mirrored
abgespiegelter,mirrored
abgespielte,played
abgespieltem,played
abgespielter,played
abgespieltes,played
abgesplittert,splintered
abgesplitterten,chipped
abgesplittertes,chipped
abgespreizt,splayed
abgespreiztem,splayed
abgespreizten,splayed
abgespreizter,more splayed
abgespreiztes,splayed
abgesprengte,blasted off
abgesprengten,blasted off
abgesprengter,blasted off
abgesprengtes,blasted off
abgespritzte,hosed
abgespritztem,hosed
abgespritzten,hosed
abgespritzter,hosed
abgespritztes,hosed
abgesprochen,agreed
abgesprochenem,agreed
abgesprochenen,agreed
abgesprochener,agreed
abgesprungen,jumped off
abgesprungene,jumped off
abgesprungenem,jumped off
abgesprungenen,jumped off
abgesprungener,jumped off
abgesprungenes,jumped off
abgespult,unwound
abgespült,rinsed off
abgespulte,unwound
abgespülte,rinsed
abgespultem,unwound
abgespulten,unwound
abgespulter,unwound
abgespülter,rinsed
abgespultes,unwound
abgespültes,rinsed
abgestammt,descended from
abgestammte,ancestral
abgestammtem,ancestral
abgestammten,ancestral
abgestammter,ancestral
abgestammtes,ancestral
abgestanden,stale
abgestandene,stale
abgestandenem,stale
abgestandenen,stale
abgestandener,more stale
abgestandenes,stale
Abgestandenheit,Staleness
abgestattet,paid
abgestattete,paid
abgestattetem,paid
abgestatteten,paid
abgestatteter,paid
abgestattetes,paid
abgestaubt,dusted
abgestaubte,dusted
abgestaubtem,dusted
abgestaubten,dusted
abgestaubter,dustier
abgestaubtes,dusty
abgesteckt,staked out
abgesteckte,staked
abgestecktem,staked
abgesteckten,staked
abgesteckter,staked out
abgestecktes,staked
abgestellt,switched off
abgestellte,parked
abgestelltem,parked
abgestellten,turned off
abgestellter,turned off
abgestelltes,turned off
Abgestelltwerden,Be turned off
Abgestelltwerdens,Being turned off
abgestempelt,stamped
abgestempelte,stamped
abgestempeltem,postmarked
abgestempelten,postmarked
abgestempelter,postmarked
abgestempeltes,postmarked
abgesteppt,quilted
abgesteppte,quilted
abgestepptem,quilted
abgesteppten,quilted
abgesteppter,quilted
abgestepptes,quilted
abgestiegen,descended
abgestiegene,descended
abgestiegenem,descended
abgestiegenen,descended
abgestiegener,descended
abgestiegenes,descended
abgestillt,weaned
abgestillte,weaned
abgestilltem,weaned
abgestillten,weaned
abgestillter,weaned
abgestilltes,weaned
abgestimmt,Voted
abgestimmte,coordinated
abgestimmtem,coordinated
abgestimmten,coordinated
abgestimmter,more coordinated
abgestimmtes,coordinated
Abgestimmtheit,Coordination
abgestochen,cut off
abgestochene,stabbed
abgestochenem,cut off
abgestochenen,stabbed
abgestochener,stabbed
abgestochenes,cut off
abgestoppt,stopped
abgestoppte,stopped
abgestopptem,stopped
abgestoppten,stopped
abgestoppter,stopped
abgestopptes,stopped
abgestöpselt,unplugged
abgestöpselte,popped
abgestöpseltem,unplugged
abgestöpselten,popped
abgestöpselter,more popped
abgestöpseltes,unplugged
abgestorben,dead
abgestorbene,dead
abgestorbenem,dead
abgestorbenen,dead
abgestorbener,more dead
abgestorbenes,dead
Abgestorbenheit,Deadness
abgestoßen,repelled
abgestoßene,repelled
abgestoßenem,repelled
abgestoßenen,repelled
abgestoßener,repelled
abgestoßenes,repelled
abgestottert,stuttered
abgestotterte,stuttered
abgestottertem,stuttered
abgestotterten,stuttered
abgestotterter,stuttered
abgestottertes,stuttered
abgestraft,punished
abgestrafte,punished
abgestraftem,punished
abgestraften,punished
abgestrafter,more punished
abgestraftes,punished
abgestrahlt,radiated
abgestrahlte,radiated
abgestrahltem,radiated
abgestrahlten,radiated
abgestrahlter,radiated
abgestrahltes,radiated
abgestrampelt,trampled
abgestreift,stripped
abgestreifte,stripped
abgestreiftem,stripped
abgestreiften,stripped
abgestreifter,stripped
abgestreiftes,stripped
abgestrichen,struck off
abgestrichene,struck off
abgestrichenem,crossed off
abgestrichenen,struck off
abgestrichener,streaked
abgestrichenes,crossed off
abgestritten,denied
abgestrittene,denied
abgestrittenem,denied
abgestrittenen,denied
abgestrittener,more denied
abgestrittenes,denied
abgeströmt,flowed off
abgeströmte,streamed
abgeströmtem,emitted
abgeströmten,streamed
abgeströmter,streamed
abgeströmtes,emitted
abgestuft,graduated
abgestufte,graduated
abgestuftem,graduated
abgestuften,graduated
abgestufter,more graded
abgestuftes,graduated
abgestumpft,dulled
abgestumpfte,jaded
abgestumpftem,jaded
abgestumpften,jaded
abgestumpfter,blunted
abgestumpftere,more jaded
abgestumpfterem,duller
abgestumpfteren,duller
abgestumpfterer,duller
abgestumpfteres,duller
abgestumpftes,jaded
abgestumpfteste,dullest
abgestumpftestem,most jaded
abgestumpftester,duller
abgestumpftestes,dullest
Abgestumpftheit,Numbness
abgestürzt,crashed
abgestürzte,crashed
abgestürztem,crashed
abgestürzten,crashed
abgestürzter,crashed
abgestürztes,crashed
abgestützt,supported
abgestützte,supported
abgestütztem,supported
abgestützten,supported
abgestützter,more supported
abgestütztes,supported
abgesucht,searched
abgesuchte,searched
abgesuchtem,searched
abgesuchten,searched
abgesuchtes,searched
abgesungen,sung
abgesungene,sung
abgesungenem,sung
abgesungenen,sung
abgesungener,sung
abgesungenes,sung
abgesunken,sunk
abgesunkenem,sunken
abgesunkenen,sunken
abgesunkener,sunken
abgesunkenes,sunken
abgetakelt,dismantled
abgetakelte,dismantled
abgetakeltem,dismantled
abgetakelter,stripped down
abgetakeltere,more rigged
abgetakelterem,more rigged
abgetakelteren,more rigged
abgetakelterer,more rigged
abgetakelteres,more rigged
abgetakeltste,most rigged
abgetakeltsten,disguised
abgetakeltster,disguised
abgetakeltstes,disgusted
abgetan,dismissed
abgetane,discarded
abgetanem,dismissed
abgetanen,dismissed
abgetaner,done away with
abgetanes,dismissed
abgetankt,refueled
abgetanzt,danced off
abgetastet,scanned
abgetastete,scanned
abgetastetem,scanned
abgetasteten,scanned
abgetasteter,sampled
abgetaucht,submerged
abgetauchte,submerged
abgetauchten,submerged
abgetauchter,submerged
abgetauchtes,submerged
abgetaute,defrosted
abgetautem,defrosted
abgetauten,defrosted
abgetauter,defrosted
abgetautes,defrosted
abgeteilt,partitioned off
abgeteilter,separate
abgeteiltes,partitioned
abgetestetem,tested
abgetesteten,tested
abgetesteter,tested
abgetestetes,tested
abgeteuften,sunk
abgetippt,typed
abgetipptem,typed
abgetippter,typed
abgetipptes,typed
abgetönte,tinted
abgetöntem,tinted
abgetorfte,peeled off
abgetorften,peeled off
abgetörnt,turned off
abgetörnte,turned off
abgetragenem,worn
abgetrenntem,separated
abgetriebene,aborted
abgewarteten,waited
abgewaschenen,washed off
abgewaschener,washed off
abgewatscht,wiped off
abgewatschte,wiped off
abgewatschtem,wiped off
abgewatschten,wiped off
abgewatschtes,wiped
abgewechselte,alternated
abgewedelt,dodged
abgewehrt,fended off
abgewehrte,fended off
abgewehrtem,repulsed
abgewehrten,fended off
abgewehrter,repelled
abgeweidete,grazed
abgeweidetem,grazed
abgeweideten,grazed
abgeweidetes,grazed
abgewendetem,averted
abgewendeten,averted
abgewendetes,averted
abgewertete,devalued
abgewertetem,devalued
abgewerteten,devalued
abgewertetes,devalued
abgewetzten,worn
abgewetzter,worn
abgewetztes,worn
abgewichen,deviated
abgewichenen,deviated
abgewichener,deviated
abgewichenes,deviated
abgewichst,deviated
abgewichstem,deviated
abgewichsten,deviated
abgewichster,deviated
abgewichstes,deviated
abgewickelte,unwound
abgewickelten,unwound
abgewickelter,unwound
abgewiegelt,sealed off
abgewiesene,rejected
abgewiesenem,rejected
abgewiesenen,rejected
abgewiesenes,rejected
abgewimmelt,disgusted
abgewimmelte,swept away
abgewimmeltem,dismissed
abgewimmelten,swept away
abgewimmelter,dizzy
abgewimmeltes,disgusted
abgewinkelt,angled
abgewinkelte,angled
abgewinkeltem,angled
abgewinkelten,angled
abgewinkelter,more angled
abgewinkeltes,angled
abgewinkt,angled
abgewinne,gain
abgewinnen,to win
abgewinnend,winning
abgewinnende,winning
abgewinnendem,winning
abgewinnenden,winning
abgewinnender,more attractive
abgewinnendes,attractive
abgewinnst,gain
abgewinnt,wins
abgewirtschaftet,run down
abgewirtschaftete,run down
abgewirtschaftetem,run down
abgewirtschafteten,run down
abgewirtschafteter,run down
abgewirtschaftetes,run down
abgewischt,wiped off
abgewischte,wiped off
abgewischtem,wiped
abgewischten,wiped off
abgewischter,wiped
abgewischtes,wiped
abgewittert,weathered
abgewitterte,weathered
abgewittertem,weathered
abgewitterten,weathered
abgewitterter,weathered
abgewittertes,weathered
abgewogen,weighed
abgewogene,weighed
abgewogenem,weighed
abgewogenen,weighed
abgewogener,more balanced
abgewogenes,weighed
abgewöhne,wean
abgewöhnen,break the habit
abgewöhnend,weaning
abgewöhnende,weaning
abgewöhnendem,weaning
abgewöhnenden,weaning
abgewöhnender,more weaning
abgewöhnendes,weaning
abgewöhnst,weaned
abgewohnt,worn out
abgewöhnt,weaned
abgewohnte,worn out
abgewöhnte,weaned
abgewohntem,shabby
abgewöhntem,weaned
abgewohnten,worn out
abgewöhnten,weaned
abgewohnter,more worn
abgewöhnter,weaned
abgewohntes,shabby
abgewöhntes,weaned
abgewöhntest,weaned
abgewöhntet,weaned
Abgewöhnung,Weaning
abgewönne,give up
abgewonnen,won
abgewönnen,give up
abgewonnene,recovered
abgewonnenem,recovered
abgewonnenen,recovered
abgewonnener,recovered
abgewonnenes,recovered
abgewönnest,waned
